date,category,commodity,unit,gtqprice,usdprice
1999-09-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,27.13,3.4916
1999-09-15,vegetables and fruits,Plantains (big size),29 KG,61.67,7.9369
1999-09-15,vegetables and fruits,Plantains (medium size),20.5 KG,55.0,7.0785
1999-10-15,cereals and tubers,Maize (white),100 Pounds,54.08,6.9333
1999-10-15,cereals and tubers,Maize (yellow),100 Pounds,64.0,8.2051
1999-10-15,cereals and tubers,Potatoes,100 Pounds,90.42,11.5923
1999-10-15,cereals and tubers,Rice (high quality),100 Pounds,197.5,25.3205
1999-10-15,cereals and tubers,Rice (medium quality),100 Pounds,185.0,23.7179
1999-10-15,cereals and tubers,Sorghum,100 Pounds,64.17,8.2269
1999-10-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,78.75,10.0962
1999-10-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,65.0,8.3333
1999-10-15,pulses and nuts,Beans (black),100 Pounds,200.42,25.6949
1999-10-15,pulses and nuts,Beans (red),100 Pounds,307.5,39.4231
1999-10-15,pulses and nuts,Beans (white),100 Pounds,395.42,50.6949
1999-10-15,vegetables and fruits,Bananas (medium size),100 Pounds,65.0,8.3333
1999-10-15,vegetables and fruits,Cabbage,27 KG,21.5,2.7564
1999-10-15,vegetables and fruits,Carrots,13.92 KG,21.08,2.7026
1999-10-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,119.17,15.2782
1999-10-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,25.5,3.2692
1999-10-15,vegetables and fruits,Plantains (big size),29 KG,63.33,8.1192
1999-10-15,vegetables and fruits,Plantains (medium size),20.5 KG,55.42,7.1051
1999-11-15,cereals and tubers,Maize (white),100 Pounds,56.0,7.2258
1999-11-15,cereals and tubers,Maize (yellow),100 Pounds,65.0,8.3871
1999-11-15,cereals and tubers,Potatoes,100 Pounds,100.0,12.9032
1999-11-15,cereals and tubers,Rice (high quality),100 Pounds,200.0,25.8065
1999-11-15,cereals and tubers,Rice (medium quality),100 Pounds,185.0,23.871
1999-11-15,cereals and tubers,Sorghum,100 Pounds,65.0,8.3871
1999-11-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,159.38,20.5652
1999-11-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,55.0,7.0968
1999-11-15,pulses and nuts,Beans (black),100 Pounds,194.58,25.1071
1999-11-15,pulses and nuts,Beans (red),100 Pounds,310.0,40.0
1999-11-15,pulses and nuts,Beans (white),100 Pounds,391.67,50.5381
1999-11-15,vegetables and fruits,Bananas (medium size),100 Pounds,66.42,8.5703
1999-11-15,vegetables and fruits,Cabbage,27 KG,32.5,4.1935
1999-11-15,vegetables and fruits,Carrots,13.92 KG,38.64,4.9858
1999-11-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,119.17,15.3768
1999-11-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,25.42,3.28
1999-11-15,vegetables and fruits,Plantains (big size),29 KG,66.67,8.6026
1999-11-15,vegetables and fruits,Plantains (medium size),20.5 KG,59.58,7.6877
1999-12-15,cereals and tubers,Maize (white),100 Pounds,52.0,6.7708
1999-12-15,cereals and tubers,Maize (yellow),100 Pounds,63.0,8.2031
1999-12-15,cereals and tubers,Potatoes,100 Pounds,90.0,11.7188
1999-12-15,cereals and tubers,Rice (high quality),100 Pounds,200.0,26.0417
1999-12-15,cereals and tubers,Rice (medium quality),100 Pounds,185.0,24.0885
1999-12-15,cereals and tubers,Sorghum,100 Pounds,74.0,9.6354
1999-12-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,142.5,18.5547
1999-12-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,106.5,13.8672
1999-12-15,pulses and nuts,Beans (black),100 Pounds,213.0,27.7344
1999-12-15,pulses and nuts,Beans (red),100 Pounds,292.0,38.0208
1999-12-15,pulses and nuts,Beans (white),100 Pounds,363.0,47.2656
1999-12-15,vegetables and fruits,Bananas (medium size),100 Pounds,68.8,8.9583
1999-12-15,vegetables and fruits,Cabbage,27 KG,38.5,5.013
1999-12-15,vegetables and fruits,Carrots,13.92 KG,45.0,5.8594
1999-12-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,174.0,22.6562
1999-12-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,23.0,2.9948
1999-12-15,vegetables and fruits,Plantains (big size),29 KG,66.5,8.6589
1999-12-15,vegetables and fruits,Plantains (medium size),20.5 KG,58.0,7.5521
2000-01-15,cereals and tubers,Maize (white),100 Pounds,61.25,7.7887
2000-01-15,cereals and tubers,Maize (yellow),100 Pounds,65.83,8.3711
2000-01-15,cereals and tubers,Potatoes,100 Pounds,84.58,10.7561
2000-01-15,cereals and tubers,Rice (high quality),100 Pounds,200.0,25.4326
2000-01-15,cereals and tubers,Rice (medium quality),100 Pounds,184.58,23.4718
2000-01-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,200.0,25.4326
2000-01-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,184.58,23.4718
2000-01-15,cereals and tubers,Sorghum,100 Pounds,63.33,8.0532
2000-01-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,77.33,9.8335
2000-01-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,375.0,47.6861
2000-01-15,pulses and nuts,Beans (black),100 Pounds,205.0,26.0684
2000-01-15,pulses and nuts,Beans (black),46 KG,205.0,26.0684
2000-01-15,pulses and nuts,Beans (red),100 Pounds,273.75,34.8109
2000-01-15,pulses and nuts,Beans (white),100 Pounds,356.25,45.3018
2000-01-15,vegetables and fruits,Bananas (medium size),100 Pounds,67.5,8.5835
2000-01-15,vegetables and fruits,Cabbage,27 KG,29.58,3.7615
2000-01-15,vegetables and fruits,Carrots,13.92 KG,48.75,6.1992
2000-01-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,477.5,60.7204
2000-01-15,vegetables and fruits,Melons (cantaloupe),75 KG,139.17,17.6973
2000-01-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,24.67,3.1371
2000-01-15,vegetables and fruits,Pineapples,105 KG,310.42,39.474
2000-01-15,vegetables and fruits,Plantains (big size),29 KG,63.3,8.0494
2000-01-15,vegetables and fruits,Plantains (medium size),20.5 KG,55.42,7.0474
2000-01-15,vegetables and fruits,Strawberries,40 Pounds,186.67,23.7375
2000-01-15,vegetables and fruits,Watermelons,177.35 KG,329.58,41.9104
2000-02-15,cereals and tubers,Maize (white),100 Pounds,74.0,9.5484
2000-02-15,cereals and tubers,Maize (yellow),100 Pounds,74.17,9.5703
2000-02-15,cereals and tubers,Potatoes,100 Pounds,77.5,10.0
2000-02-15,cereals and tubers,Rice (high quality),100 Pounds,196.67,25.3768
2000-02-15,cereals and tubers,Rice (medium quality),100 Pounds,184.25,23.7742
2000-02-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,196.67,25.3768
2000-02-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,184.25,23.7742
2000-02-15,cereals and tubers,Sorghum,100 Pounds,63.33,8.1716
2000-02-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,68.33,8.8168
2000-02-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,300.83,38.8168
2000-02-15,pulses and nuts,Beans (black),100 Pounds,199.17,25.6994
2000-02-15,pulses and nuts,Beans (black),46 KG,199.17,25.6994
2000-02-15,pulses and nuts,Beans (red),100 Pounds,300.0,38.7097
2000-02-15,pulses and nuts,Beans (white),100 Pounds,331.67,42.7961
2000-02-15,vegetables and fruits,Bananas (medium size),100 Pounds,67.83,8.7523
2000-02-15,vegetables and fruits,Cabbage,27 KG,23.75,3.0645
2000-02-15,vegetables and fruits,Carrots,13.92 KG,45.0,5.8065
2000-02-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,540.0,69.6774
2000-02-15,vegetables and fruits,Melons (cantaloupe),75 KG,183.33,23.6555
2000-02-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,25.08,3.2361
2000-02-15,vegetables and fruits,Pineapples,105 KG,287.5,37.0968
2000-02-15,vegetables and fruits,Plantains (big size),29 KG,65.0,8.3871
2000-02-15,vegetables and fruits,Plantains (medium size),20.5 KG,59.58,7.6877
2000-02-15,vegetables and fruits,Strawberries,40 Pounds,300.0,38.7097
2000-02-15,vegetables and fruits,Watermelons,177.35 KG,360.42,46.5058
2000-03-15,cereals and tubers,Maize (white),100 Pounds,87.93,11.4641
2000-03-15,cereals and tubers,Maize (yellow),100 Pounds,87.08,11.3533
2000-03-15,cereals and tubers,Potatoes,100 Pounds,74.11,9.6623
2000-03-15,cereals and tubers,Rice (high quality),100 Pounds,196.79,25.6571
2000-03-15,cereals and tubers,Rice (medium quality),100 Pounds,185.0,24.1199
2000-03-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,196.79,25.6571
2000-03-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,185.0,24.1199
2000-03-15,cereals and tubers,Sorghum,100 Pounds,65.0,8.4746
2000-03-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,58.21,7.5893
2000-03-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,190.0,24.7718
2000-03-15,pulses and nuts,Beans (black),100 Pounds,193.57,25.2373
2000-03-15,pulses and nuts,Beans (black),46 KG,193.57,25.2373
2000-03-15,pulses and nuts,Beans (red),100 Pounds,295.71,38.5541
2000-03-15,pulses and nuts,Beans (white),100 Pounds,317.86,41.442
2000-03-15,vegetables and fruits,Bananas (medium size),100 Pounds,68.21,8.8931
2000-03-15,vegetables and fruits,Cabbage,27 KG,19.21,2.5046
2000-03-15,vegetables and fruits,Carrots,13.92 KG,45.0,5.867
2000-03-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,440.0,57.3664
2000-03-15,vegetables and fruits,Melons (cantaloupe),75 KG,173.57,22.6297
2000-03-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,25.43,3.3155
2000-03-15,vegetables and fruits,Pineapples,105 KG,239.29,31.1982
2000-03-15,vegetables and fruits,Plantains (big size),29 KG,62.5,8.1486
2000-03-15,vegetables and fruits,Plantains (medium size),20.5 KG,54.64,7.1239
2000-03-15,vegetables and fruits,Strawberries,40 Pounds,295.83,38.5698
2000-03-15,vegetables and fruits,Watermelons,177.35 KG,457.14,59.601
2000-04-15,cereals and tubers,Maize (white),100 Pounds,86.75,11.2488
2000-04-15,cereals and tubers,Maize (yellow),100 Pounds,92.08,11.94
2000-04-15,cereals and tubers,Potatoes,100 Pounds,76.88,9.9684
2000-04-15,cereals and tubers,Rice (high quality),100 Pounds,198.75,25.7719
2000-04-15,cereals and tubers,Rice (medium quality),100 Pounds,185.0,23.9889
2000-04-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,198.75,25.7719
2000-04-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,185.0,23.9889
2000-04-15,cereals and tubers,Sorghum,100 Pounds,65.25,8.4609
2000-04-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,65.0,8.4285
2000-04-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,89.58,11.6158
2000-04-15,pulses and nuts,Beans (black),100 Pounds,187.92,24.3675
2000-04-15,pulses and nuts,Beans (black),46 KG,187.92,24.3675
2000-04-15,pulses and nuts,Beans (red),100 Pounds,289.17,37.4966
2000-04-15,pulses and nuts,Beans (white),100 Pounds,296.67,38.4691
2000-04-15,vegetables and fruits,Bananas (medium size),100 Pounds,65.67,8.5154
2000-04-15,vegetables and fruits,Cabbage,27 KG,11.5,1.4912
2000-04-15,vegetables and fruits,Carrots,13.92 KG,42.08,5.4565
2000-04-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,281.67,36.5241
2000-04-15,vegetables and fruits,Melons (cantaloupe),75 KG,197.08,25.5553
2000-04-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,23.92,3.1017
2000-04-15,vegetables and fruits,Peach (medium size),6.85 KG,33.33,4.3219
2000-04-15,vegetables and fruits,Pineapples,105 KG,264.58,34.308
2000-04-15,vegetables and fruits,Plantains (big size),29 KG,67.08,8.6982
2000-04-15,vegetables and fruits,Plantains (medium size),20.5 KG,57.5,7.456
2000-04-15,vegetables and fruits,Strawberries,40 Pounds,300.0,38.9009
2000-04-15,vegetables and fruits,Watermelons,177.35 KG,521.67,67.6448
2000-05-15,cereals and tubers,Maize (white),100 Pounds,84.64,10.9922
2000-05-15,cereals and tubers,Maize (yellow),100 Pounds,90.0,11.6883
2000-05-15,cereals and tubers,Potatoes,100 Pounds,88.93,11.5494
2000-05-15,cereals and tubers,Rice (high quality),100 Pounds,197.86,25.6961
2000-05-15,cereals and tubers,Rice (medium quality),100 Pounds,184.79,23.9987
2000-05-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,197.86,25.6961
2000-05-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,184.79,23.9987
2000-05-15,cereals and tubers,Sorghum,100 Pounds,72.86,9.4623
2000-05-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,89.64,11.6416
2000-05-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,61.79,8.0247
2000-05-15,pulses and nuts,Beans (black),100 Pounds,177.5,23.0519
2000-05-15,pulses and nuts,Beans (black),46 KG,177.5,23.0519
2000-05-15,pulses and nuts,Beans (red),100 Pounds,292.14,37.9403
2000-05-15,pulses and nuts,Beans (white),100 Pounds,307.14,39.8883
2000-05-15,vegetables and fruits,Bananas (medium size),100 Pounds,65.21,8.4688
2000-05-15,vegetables and fruits,Cabbage,27 KG,15.29,1.9857
2000-05-15,vegetables and fruits,Carrots,13.92 KG,29.64,3.8494
2000-05-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,119.0,15.4545
2000-05-15,vegetables and fruits,Melons (cantaloupe),75 KG,217.86,28.2935
2000-05-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,28.5,3.7013
2000-05-15,vegetables and fruits,Peach (medium size),6.85 KG,25.0,3.2468
2000-05-15,vegetables and fruits,Pineapples,105 KG,246.43,32.0039
2000-05-15,vegetables and fruits,Plantains (big size),29 KG,56.07,7.2818
2000-05-15,vegetables and fruits,Plantains (medium size),20.5 KG,46.79,6.0766
2000-05-15,vegetables and fruits,Strawberries,40 Pounds,281.25,36.526
2000-05-15,vegetables and fruits,Watermelons,177.35 KG,472.14,61.3169
2000-06-15,cereals and tubers,Maize (white),100 Pounds,91.62,11.9452
2000-06-15,cereals and tubers,Maize (yellow),100 Pounds,92.08,12.0052
2000-06-15,cereals and tubers,Potatoes,100 Pounds,86.34,11.2575
2000-06-15,cereals and tubers,Rice (high quality),100 Pounds,196.92,25.6741
2000-06-15,cereals and tubers,Rice (medium quality),100 Pounds,184.08,24.0
2000-06-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,196.92,25.6741
2000-06-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,184.08,24.0
2000-06-15,cereals and tubers,Sorghum,100 Pounds,75.0,9.7784
2000-06-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,98.85,12.8879
2000-06-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,52.31,6.8201
2000-06-15,pulses and nuts,Beans (black),100 Pounds,178.08,23.2177
2000-06-15,pulses and nuts,Beans (black),46 KG,178.08,23.2177
2000-06-15,pulses and nuts,Beans (red),100 Pounds,308.46,40.2164
2000-06-15,pulses and nuts,Beans (white),100 Pounds,306.92,40.0156
2000-06-15,vegetables and fruits,Bananas (medium size),100 Pounds,65.0,8.4746
2000-06-15,vegetables and fruits,Cabbage,27 KG,16.46,2.146
2000-06-15,vegetables and fruits,Carrots,13.92 KG,19.92,2.5971
2000-06-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,96.54,12.5867
2000-06-15,vegetables and fruits,Melons (cantaloupe),75 KG,246.15,32.0926
2000-06-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,33.31,4.3429
2000-06-15,vegetables and fruits,Peach (medium size),6.85 KG,39.17,5.1069
2000-06-15,vegetables and fruits,Pineapples,105 KG,227.31,29.6362
2000-06-15,vegetables and fruits,Plantains (big size),29 KG,50.38,6.5684
2000-06-15,vegetables and fruits,Plantains (medium size),20.5 KG,42.69,5.5658
2000-06-15,vegetables and fruits,Strawberries,40 Pounds,300.0,39.1134
2000-06-15,vegetables and fruits,Watermelons,177.35 KG,465.38,60.6754
2000-07-15,cereals and tubers,Maize (white),100 Pounds,107.62,13.8816
2000-07-15,cereals and tubers,Potatoes,100 Pounds,51.31,6.6183
2000-07-15,cereals and tubers,Rice (high quality),100 Pounds,198.08,25.5498
2000-07-15,cereals and tubers,Rice (medium quality),100 Pounds,185.0,23.8626
2000-07-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,198.08,25.5498
2000-07-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,185.0,23.8626
2000-07-15,cereals and tubers,Sorghum,100 Pounds,77.69,10.021
2000-07-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,93.46,12.0551
2000-07-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,62.31,8.0372
2000-07-15,pulses and nuts,Beans (black),100 Pounds,183.08,23.615
2000-07-15,pulses and nuts,Beans (black),46 KG,183.08,23.615
2000-07-15,pulses and nuts,Beans (red),100 Pounds,318.46,41.0772
2000-07-15,pulses and nuts,Beans (white),100 Pounds,305.38,39.3901
2000-07-15,vegetables and fruits,Bananas (medium size),100 Pounds,65.0,8.3842
2000-07-15,vegetables and fruits,Cabbage,27 KG,14.77,1.9051
2000-07-15,vegetables and fruits,Carrots,13.92 KG,27.69,3.5717
2000-07-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,95.42,12.3079
2000-07-15,vegetables and fruits,Melons (cantaloupe),75 KG,380.77,49.1144
2000-07-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,40.77,5.2588
2000-07-15,vegetables and fruits,Peach (medium size),6.85 KG,41.92,5.4071
2000-07-15,vegetables and fruits,Pineapples,105 KG,250.0,32.2468
2000-07-15,vegetables and fruits,Plantains (big size),29 KG,53.08,6.8466
2000-07-15,vegetables and fruits,Plantains (medium size),20.5 KG,44.23,5.7051
2000-07-15,vegetables and fruits,Strawberries,40 Pounds,300.0,38.6961
2000-07-15,vegetables and fruits,Watermelons,177.35 KG,559.55,72.1747
2000-08-15,cereals and tubers,Maize (white),100 Pounds,110.43,14.323
2000-08-15,cereals and tubers,Maize (yellow),100 Pounds,118.33,15.3476
2000-08-15,cereals and tubers,Potatoes,100 Pounds,41.91,5.4351
2000-08-15,cereals and tubers,Rice (high quality),100 Pounds,195.36,25.3385
2000-08-15,cereals and tubers,Rice (medium quality),100 Pounds,182.86,23.7173
2000-08-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,195.36,25.3385
2000-08-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,182.86,23.7173
2000-08-15,cereals and tubers,Sorghum,100 Pounds,105.79,13.7211
2000-08-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,58.57,7.5966
2000-08-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,69.29,8.987
2000-08-15,pulses and nuts,Beans (black),100 Pounds,200.0,25.9403
2000-08-15,pulses and nuts,Beans (black),46 KG,200.0,25.9403
2000-08-15,pulses and nuts,Beans (red),100 Pounds,290.0,37.6135
2000-08-15,pulses and nuts,Beans (white),100 Pounds,297.86,38.6329
2000-08-15,vegetables and fruits,Bananas (medium size),100 Pounds,65.5,8.4955
2000-08-15,vegetables and fruits,Cabbage,27 KG,10.64,1.38
2000-08-15,vegetables and fruits,Carrots,13.92 KG,23.57,3.0571
2000-08-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,95.36,12.3684
2000-08-15,vegetables and fruits,Melons (cantaloupe),75 KG,307.14,39.8366
2000-08-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,24.36,3.1595
2000-08-15,vegetables and fruits,Peach (medium size),6.85 KG,42.27,5.4825
2000-08-15,vegetables and fruits,Pineapples,105 KG,275.0,35.668
2000-08-15,vegetables and fruits,Plantains (big size),29 KG,56.79,7.3658
2000-08-15,vegetables and fruits,Plantains (medium size),20.5 KG,50.71,6.5772
2000-08-15,vegetables and fruits,Strawberries,40 Pounds,325.0,42.153
2000-08-15,vegetables and fruits,Watermelons,177.35 KG,453.57,58.8288
2000-09-15,cereals and tubers,Maize (white),100 Pounds,81.5,10.4087
2000-09-15,cereals and tubers,Maize (yellow),100 Pounds,91.36,11.6679
2000-09-15,cereals and tubers,Potatoes,100 Pounds,45.0,5.7471
2000-09-15,cereals and tubers,Rice (high quality),100 Pounds,196.25,25.0639
2000-09-15,cereals and tubers,Rice (medium quality),100 Pounds,184.25,23.5313
2000-09-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,196.25,25.0639
2000-09-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,184.25,23.5313
2000-09-15,cereals and tubers,Sorghum,100 Pounds,107.08,13.6756
2000-09-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,45.42,5.8008
2000-09-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,84.17,10.7497
2000-09-15,pulses and nuts,Beans (black),100 Pounds,198.75,25.3831
2000-09-15,pulses and nuts,Beans (black),46 KG,198.75,25.3831
2000-09-15,pulses and nuts,Beans (red),100 Pounds,261.67,33.4189
